pod,container,namespace,timestamp,value
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936090.472,2.1666666666666665
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936091.472,2.7988241674414174
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936092.472,2.7213491382392907
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936093.472,2.6438741090371645
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936094.472,2.566399079835038
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936095.472,2.4889240506329116
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936096.472,2.411449021430785
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936097.472,5.136507175120918
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936098.472,5.136507175120918
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936099.472,5.136507175120918
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936100.472,5.136507175120918
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936101.472,5.136507175120918
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936102.472,5.136507175120918
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936103.472,5.136507175120918
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936104.472,5.136507175120918
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936105.472,5.136507175120918
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936106.472,5.136507175120918
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936107.472,5.325788466339352
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936108.472,5.325788466339352
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936109.472,5.325788466339352
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936110.472,5.325788466339352
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936111.472,5.325788466339352
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936112.472,5.325788466339352
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936113.472,5.325788466339352
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936114.472,5.325788466339352
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936115.472,5.325788466339352
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936116.472,5.325788466339352
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936117.472,5.325788466339352
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936118.472,5.325788466339352
karmada-agent-f95c4fdc6-p88cd,POD,karmada-system,1715936119.472,5.325788466339352
