pod,timestamp,value
alertmanager-kube-prometheus-stack-alertmanager-0,1715844337.407,0.0029993191422536393
alertmanager-kube-prometheus-stack-alertmanager-0,1715844338.407,0.0029993191422536393
alertmanager-kube-prometheus-stack-alertmanager-0,1715844339.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844340.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844341.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844342.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844343.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844344.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844345.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844346.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844347.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844348.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844349.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844350.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844351.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844352.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844353.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844354.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844355.407,0.003019802789403592
alertmanager-kube-prometheus-stack-alertmanager-0,1715844356.407,0.003077913452825387
alertmanager-kube-prometheus-stack-alertmanager-0,1715844357.407,0.003077913452825387
alertmanager-kube-prometheus-stack-alertmanager-0,1715844358.407,0.003061043963692264
alertmanager-kube-prometheus-stack-alertmanager-0,1715844359.407,0.0030480656460352587
alertmanager-kube-prometheus-stack-alertmanager-0,1715844360.407,0.0030480656460352587
alertmanager-kube-prometheus-stack-alertmanager-0,1715844361.407,0.0030480656460352587
alertmanager-kube-prometheus-stack-alertmanager-0,1715844362.407,0.0030480656460352587
alertmanager-kube-prometheus-stack-alertmanager-0,1715844363.407,0.0030480656460352587
alertmanager-kube-prometheus-stack-alertmanager-0,1715844364.407,0.0030337417259718026
alertmanager-kube-prometheus-stack-alertmanager-0,1715844365.407,0.0030337417259718026
alertmanager-kube-prometheus-stack-alertmanager-0,1715844366.407,0.0030512172825197525
alertmanager-kube-prometheus-stack-alertmanager-0,1715844367.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844368.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844369.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844370.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844371.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844372.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844373.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844374.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844375.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844376.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844377.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844378.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844379.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844380.407,0.003037053381840016
alertmanager-kube-prometheus-stack-alertmanager-0,1715844381.407,0.0030394726488471944
alertmanager-kube-prometheus-stack-alertmanager-0,1715844382.407,0.002917306880924565
alertmanager-kube-prometheus-stack-alertmanager-0,1715844383.407,0.0029222222521246522
alertmanager-kube-prometheus-stack-alertmanager-0,1715844384.407,0.0029954532891843027
alertmanager-kube-prometheus-stack-alertmanager-0,1715844385.407,0.0030173962548815346
alertmanager-kube-prometheus-stack-alertmanager-0,1715844386.407,0.0030173962548815346
alertmanager-kube-prometheus-stack-alertmanager-0,1715844387.407,0.0030173962548815346
alertmanager-kube-prometheus-stack-alertmanager-0,1715844388.407,0.0030173962548815346
alertmanager-kube-prometheus-stack-alertmanager-0,1715844389.407,0.0029734440318736543
alertmanager-kube-prometheus-stack-alertmanager-0,1715844390.407,0.0029734440318736543
alertmanager-kube-prometheus-stack-alertmanager-0,1715844391.407,0.002859991795597254
alertmanager-kube-prometheus-stack-alertmanager-0,1715844392.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844393.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844394.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844395.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844396.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844397.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844398.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844399.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844400.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844401.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844402.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844403.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844404.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844405.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844406.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844407.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844408.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844409.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844410.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844411.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844412.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844413.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844414.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844415.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844416.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844417.407,0.0028217994398830886
alertmanager-kube-prometheus-stack-alertmanager-0,1715844418.407,0.0027050573734954614
alertmanager-kube-prometheus-stack-alertmanager-0,1715844419.407,0.0024835357197392186
alertmanager-kube-prometheus-stack-alertmanager-0,1715844420.407,0.0025497415787263636
alertmanager-kube-prometheus-stack-alertmanager-0,1715844421.407,0.0026895742670094342
alertmanager-kube-prometheus-stack-alertmanager-0,1715844422.407,0.0027727800548357196
alertmanager-kube-prometheus-stack-alertmanager-0,1715844423.407,0.0027727800548357196
alertmanager-kube-prometheus-stack-alertmanager-0,1715844424.407,0.0027727800548357196
alertmanager-kube-prometheus-stack-alertmanager-0,1715844425.407,0.0027727800548357196
alertmanager-kube-prometheus-stack-alertmanager-0,1715844426.407,0.0027727800548357196
